Identifiant opération;Localisation station de mesure;Code station;X;Y;Identifiant point prélèvement;Date réalisation;Débit mesuré (m3/s);Débit station hydro (m3/s);Distance interpoint (m);Largeur plein bord évaluée (m);Largeur mouillée évaluée (m);Longueur réelle opération (m);Longueur théorique opération (m);Pente ligne d'eau (‰);Pente ligne d'eau évaluée;Decription habitat marginaux;Continuité ripisylve rive gauche;Continuité ripisylve rive droite;Nom réseau de mesure;Observations;Version protocole;Structure responsable;Cours d'eau;Nombre transect;D16 (mm);D50 (mm);D84 (mm);Indice Folk et Ward;Indice Fredle;Surface mouillée Q1 (m2);Largeur mouillée Q1 (m);Périmètre mouillé Q1 (m);Profondeur maximum Q1 (m);Profondeur moyenne Q1 (m);Rayon hydraulique Q1;Rapport largeur/Profondeur Q1;Coefficient rugosité;Surface mouillée Qb (m2);Largeur mouillée Qb (m);Périmètre mouillé Qb (m);Profondeur maximum Qb (m);Profondeur moyenne Qb (m);Rayon hydraulique Qb;Rapport largeur/Profondeur Qb;Force tractrice Qb  (N/m2);Débit plein bord (m3/s);Ecart type cote point;Coefficient variation cote point;Ecart type cote point en eau;Coefficient variation cote point en eau;Ecart type largeur mouillée Qb;Coefficient variation largeur mouillée Qb;Vitesse moyenne Qb (m/s);Ligne énergie Qb (m);Cote ligne énergie Qb;Nombre de Froude Qb;Puissance spécifique Qb (w/m2);Nombre de mouille;Profondeur moyenne des mouilles (m);Nombre de berge total;Nombre de berge artificialisée;Score ripisylve;Classe ripisylve;% fines;% graviers-cailloux;% blocs-rochers;Indice de Shannon granulo;Surface BV (km2);Proportion de roche imperméable BV;Code HER ou DOM dominant;Nom HER ou DOM dominant;Type DOM;Coefficient de sinuosité;Débit Q01 RHT (m3/s);Puissance Q01 RHT (w/m);Puissance spécifique Q01 RHT (w/m2);Station référence modèle;Résidu modèle Largeur mouillée Qb;Résidu modèle rapport largeur/profondeur Qb;Résidu modèle profondeur mouilles;Résidu modèle profondeur Qb;Résidu modèle pente ligne d'eau;Résidu modèle surface mouillée Qb;Résidu standardisé modèle largeur mouillée Qb;Résidu standardisé modèle rapport largeur/profondeur Qb;Résidu standardisé modèle profondeur mouilles;Résidu standardisé modèle profondeur Qb;Résidu standardisé modèle pente ligne d'eau;Résidu standardisé modèle surface mouillée Qb;IMG;Modèle référence IMG
1233;RAU DU LARHON à SAINT-MAUDAN;4195950;272021;6794831;72550;04/06/2014;0,214;NA;0,6;5,14;4,3;70;NA;5,1;NA;;4;0;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau du larhon;15;6;19;40,6;1,325;8,128;1,309;4,348;4,65;0,456;0,3;0,278;11,054;5,376;3,962;5,233;6,033;1,005;0,76;0,655;5,384;32,78;1,147;0,425;0,004;0,17;0,551;0,691;0,132;0,298;1,01;100,37;0,111;11,142;2;0,28;30;0;0,137;4;30,357;66,071;3,571;2,106;50,55;1;12;ARMORICAIN;0;1.149;4,475;223,889;42,788;0;-0,397;-0,266;0,688;-0,116;0,542;-0,452;-1,832;-0,97;1,67;-0,576;0,527;-1,442;7,016;ARMORICAIN
1235;CANTACHE à DOMPIERRE-DU-CHEMIN;4201185;392948;6803367;72564;05/06/2014;0,096;NA;0,6;5;4,26;70;NA;9;NA;;0;3;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Cantache;15;22;34;50,32;0,64;24,529;0,776;3,935;4,127;0,299;0,187;0,177;15,309;4,136;3,254;5,032;5,699;0,842;0,64;0,563;6,047;49,744;0,871;0,386;0,004;0,138;0,705;0,748;0,149;0,285;0,846;100,233;0,116;15,615;4;0,146;30;0;0,112;1;23,894;57,522;18,584;2,01;19,56;1;12;ARMORICAIN;0;1.311;1,121;98,973;19,669;0;-0,041;-0,003;0,214;-0,046;0,608;0,008;-0,191;-0,012;0,519;-0,231;0,591;0,025;1,569;ARMORICAIN
1236;FLUME à PACE;4207400;344957;6797568;72568;10/06/2014;0,151;NA;0,7;7;5;98;NA;2,1;NA;;1;2;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Flume;15;17;36;56,16;1,215;20,956;1,141;4,634;4,823;0,374;0,244;0,233;13,72;7,62;7,465;6,721;7,877;1,485;1,112;0,949;4,546;19,557;2,518;0,587;0,006;0,14;0,585;0,444;0,066;0,34;1,491;101,021;0,104;7,752;4;0,108;30;0;0,112;1;12,844;82,569;4,587;1,927;91,52;1;12;ARMORICAIN;0;1.03;5,824;119,98;17,852;0;-0,394;-0,527;-0,375;0,12;-0,031;-0,229;-1,816;-1,92;-0,91;0,599;-0,03;-0,729;6,004;ARMORICAIN
1239;YAIGNE à NOUVOITOU;4210800;360091;6780704;72571;10/06/2014;0,049;NA;0,5;5,5;3,83;77;NA;2;NA;;1;5;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Yaigne;15;21;33,5;54,16;0,682;24,473;0,73;3,423;3,609;0,323;0,221;0,204;12,73;4,334;6,305;5,572;7,104;1,528;1,138;0,891;3,68;17,479;1,132;0,587;0,006;0,131;0,598;0,523;0,094;0,181;1,53;101,129;0,055;4,016;2;0,187;30;0;0,447;4;19,101;75,281;5,618;1,931;58,97;1;12;ARMORICAIN;0;1.154;4,113;80,697;14,482;0;-0,398;-0,671;0,256;0,263;-0,312;-0,094;-1,837;-2,441;0,62;1,31;-0,303;-0,299;6,811;ARMORICAIN
1240;SEMNON à PLECHATEL;4212700;349870;6763779;72574;11/06/2014;0,385;0,301;1,6;13,3;11,4;182;NA;1,2;NA;;4;4;0;Début station (aval): 2 mètres en aval du gros fresne (légèrement en amont du début de la station de pêche pour démarrer sur un plat courant);2;OFFICE FRANCAIS DE LA BIODIVERSITE;Semnon;15;11;50,5;110;1,608;17,658;3,822;8,968;9,255;0,595;0,422;0,407;17,145;5,297;22,544;12,92;14,554;2,277;1,748;1,548;5,724;18,218;5,535;0,911;0,009;0,221;0,521;1,437;0,111;0,249;2,281;101,573;0,061;5,099;3;0,214;30;0;0,736;3;20,455;73,864;5,682;2,016;465,77;1;12;ARMORICAIN;0;1.052;44,314;521,664;40,378;0;-0,416;-0,549;0,009;0,125;0,271;-0,248;-1,922;-1,997;0,023;0,624;0,263;-0,791;5,62;ARMORICAIN
1342;MERDEREAU à SAINT-PAUL-LE-GAULTIER;4112700;469197;6807026;72413;10/09/2014;0,437;NA;0,9;8;6,3;112;NA;5,18;NA;;5;5;1;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Merdereau;15;32,84;52;102,16;0,845;39,612;1,514;5,235;5,414;0,463;0,281;0,27;12,446;9,596;6,289;8,383;8,929;1,145;0,752;0,705;7,416;35,81;3,439;0,443;0,004;0,185;0,632;1,116;0,133;0,563;1,161;100,409;0,211;21,182;2;0,165;30;0;1,299;2;28;51,2;20,8;1,866;123,21;1;12;ARMORICAIN;0;1.006;7,871;399,971;47,714;0;-0,296;-0,084;-0,001;-0,217;1,03;-0,605;-1,367;-0,305;-0,003;-1,082;1;-1,932;5,689;ARMORICAIN
1349;R VICOIN A LE GENEST-SAINT-ISLE;4635007;411881,3;6784380;44589;09/09/2014;0,042;NA;0,82;8,32;5,77;116;NA;2,3;NA;;4;5;0;1 des 8 bâtons de colmatage disparu;2;SCE;R vicoin;15;16;32,5;51;0,914;19,623;1,591;5,362;5,603;0,415;0,293;0,274;23,114;1,305;10,512;7,655;9,115;1,722;1,381;1,16;4,585;26,172;0,727;0,662;0,007;0,219;0,742;0,766;0,1;0,07;1,722;101,174;0,019;2,162;4;0,31;30;0;0,801;3;20,513;73,504;5,983;1,976;127,27;1;12;ARMORICAIN;0;1.003;7,505;169,335;22,122;0;-0,401;-0,57;0,622;0,183;0,235;-0,114;-1,848;-2,074;1,509;0,91;0,228;-0,364;6,933;ARMORICAIN
1355;R VICOIN À GENEST-SAINT-ISLE;4635005;411139,2;6784270;44579;09/09/2014;0,035;NA;0,8;9,4;5,4;131;NA;1,45;NA;;4;3;0;;2;SCE;R vicoin;15;29;45,5;71;0,694;32,583;1,141;5,26;5,389;0,351;0,21;0,203;20,732;2,329;15,389;9,981;11,55;2,086;1,546;1,331;4,812;18,931;1,651;0,722;0,007;0,159;0,741;1,76;0,176;0,11;2,087;101,641;0,028;2,422;4;0,189;30;10;0,498;4;18,841;71,014;10,145;2,061;125,99;1;12;ARMORICAIN;0;1.114;7,505;106,755;10,695;0;-0,131;-0,52;0,126;0,377;-0,232;0,274;-0,604;-1,892;0,305;1,879;-0,225;0,874;5,78;ARMORICAIN
1356;R VICOIN À LE GENEST-SAINT-ISLE;4635004;410631,7;6784182;72140;08/09/2014;0,069;NA;1,21;10,77;8,5;150,82;NA;8,02;NA;;5;5;0;;2;SCE;R vicoin;15;10,84;23,5;41,32;0,955;12,728;0,743;7,051;7,14;0,175;0,107;0,105;45,551;4,643;14,547;10,538;11,919;1,695;1,382;1,221;6,227;96,043;6,909;0,76;0,008;0,06;0,552;0,501;0,048;0,476;1,706;100,926;0,129;51,694;4;0,068;30;0;0,866;3;5,66;92,453;1,887;1,469;118,46;1;12;ARMORICAIN;0;0;6,934;545,541;51,77;0;-0,051;-0,253;-0,888;0,185;1,446;0,26;-0,236;-0,919;-2,154;0,923;1,405;0,831;6,468;ARMORICAIN
1357;R VICOIN À GENEST-SAINT-ISLE;4635003;409153,9;6784028;72139;10/09/2014;0,006;NA;1;8,6;7,1;120;NA;8,33;NA;;4;4;0;;2;SCE;R vicoin;15;12;44;63;1,242;18,013;2,767;7,426;7,713;0,574;0,366;0,35;14,748;0,049;13,335;9,185;10,816;1,823;1,449;1,229;5,113;100,395;0,068;0,738;0,007;0,217;0,592;0,891;0,097;0,005;1,823;100,748;0,001;0,609;3;0,266;30;0;0,736;3;19,643;75,893;4,464;2,056;113,1;1;12;ARMORICAIN;0;0;6,728;549,794;59,855;0;-0,169;-0,443;0,49;0,271;1,459;0,205;-0,781;-1,611;1,188;1,348;1,418;0,655;7;ARMORICAIN
1358;LE VICOIN A SAINT-BERTHEVIN;4635010;415043,1;6780570;73171;10/09/2014;0,12;NA;1,33;11,53;9,33;161,5;NA;8,23;NA;;0;0;0;7 batonnets de colmatage de retrouvés sur 8 posés.;2;SCE;Vicoin;15;25,84;53;89,32;1,064;30,315;4,193;9,096;9,334;0,669;0,457;0,444;15,46;0,542;8,754;10,994;11,461;1,113;0,804;0,768;10,259;62,019;0,361;0,535;0,005;0,241;0,508;1,789;0,163;0,044;1,113;99,781;0,016;2,705;2;0,26;30;1;NA;1;60,577;37,5;1,923;2,037;146,92;1;12;ARMORICAIN;0;0;10,007;807,928;73,488;0;-0,098;0,213;0,418;-0,291;1,586;-0,396;-0,453;0,777;1,014;-1,448;1,541;-1,265;6,497;ARMORICAIN
1359;R JOUANNE A FORCE;4634004;425084,9;6777231;72137;23/09/2014;0,215;NA;1,69;18,96;11,86;265,5;NA;6,36;NA;;5;5;0;;2;SCE;R jouanne;15;27;63;98,96;0,925;34,023;4,574;12,747;12,908;0,527;0,339;0,334;27,289;1,224;28,646;17,888;19,125;2,005;1,594;1,49;8,953;92,963;3,648;0,794;0,008;0,225;0,628;1,908;0,107;0,131;2,006;100,635;0,033;12,853;2;0,182;30;0;0,866;3;31,683;65,347;2,97;2,019;399,71;1;12;ARMORICAIN;0;1.041;26,742;1668,476;93,272;0;-0,027;-0,078;-0,122;0,038;1,858;0,097;-0,127;-0,283;-0,297;0,189;1,805;0,311;3,011;ARMORICAIN
1360;R JOUANNE À BONCHAMP-LES-LAVAL;4634003;425767,4;6778103;72136;23/09/2014;0,481;NA;1,93;17,96;13,5;251;NA;7,68;NA;;5;5;0;6 botonnets récupérés sur 8 posés.;2;SCE;R jouanne;15;25,84;54;74,48;0,772;30,731;3,268;11,364;11,475;0,403;0,266;0,263;35,202;4,096;30,274;15,946;17,55;2,267;1,884;1,708;7,086;128,719;15,532;1,114;0,011;0,235;0,821;2,439;0,153;0,536;2,282;100,913;0,126;75,002;3;0,409;30;0;0,866;3;20,408;77,551;2,041;1,931;390,43;1;12;ARMORICAIN;0;0;25,098;1890,903;118,583;0;-0,133;-0,308;0,692;0,166;2,034;0,169;-0,612;-1,121;1,679;0,829;1,976;0,539;6,756;ARMORICAIN
1361;R JOUANNE À BONCHAMP-LES-LAVAL;4634002;427012,3;6779768;71823;11/09/2014;0,576;NA;1,9;15,96;13,2;223;NA;8,43;NA;;5;4;0;;2;SCE;R jouanne;15;20,68;44,5;120,8;1,218;27,452;5,5;12,719;12,959;0,611;0,409;0,401;24,621;2,099;27,948;16,252;17,655;2,137;1,708;1,572;7,639;129,962;7,279;0,954;0,01;0,244;0,579;2,211;0,136;0,272;2,141;100,588;0,067;37,734;4;0,179;30;0;0,801;3;17,431;65,138;17,431;2,105;380,95;1;12;ARMORICAIN;0;0;24,178;1999,479;123,031;0;-0,103;-0,229;-0,129;0,114;2,114;0,106;-0,477;-0,833;-0,312;0,567;2,054;0,338;4,581;ARMORICAIN
1362;R VICOIN À NUILLE-SUR-VICOIN;4635002;418911,2;6772774;72138;22/09/2014;0,114;NA;1,7;17,4;11,9;244;NA;6,96;NA;;5;5;0;;2;SCE;R vicoin;15;16,84;40;87,32;1,376;22,439;5,877;10,627;10,927;0,773;0,543;0,526;15,593;0,357;34,688;14,648;16,528;2,937;2,394;2,113;5,045;144,301;1,7;1,494;0,015;0,282;0,516;2,91;0,199;0,05;2,937;101,317;0,01;8,155;5;0,227;30;0;0,866;3;17,582;74,725;7,692;1,906;240,76;0,997;12;ARMORICAIN;0;1.068;17,653;1205,304;82,286;0;-0,017;-0,573;0,191;0,551;1,679;0,639;-0,077;-2,085;0,463;2,746;1,632;2,04;9,041;ARMORICAIN
1381;INAM A GOURIN;4347001;209066,8;6803256;74557;21/10/2014;NA;NA;0,4;4;2,86;56;NA;8,9;NA;;0;0;0;Problèmes de qualité d'eau sur toute la station;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Inam;14;50;75;131,28;0,695;56,775;0,536;2,86;3,036;0,294;0,185;0,171;12,062;NA;2,328;3,866;4,528;0,819;0,603;0,512;4,872;44,746;NA;0,334;0,003;0,125;0,675;0,39;0,101;NA;NA;NA;NA;NA;2;0,273;28;0;0,036;1;10,891;77,228;11,881;2,026;9,33;1;12;ARMORICAIN;0;1.005;0,975;85,126;22,021;0;0,003;-0,105;0,976;0,118;0,205;0,184;0,013;-0,382;2,367;0,586;0,199;0,588;4,135;ARMORICAIN
1382;STER LAER A GOURIN;4347002;211309,4;6804236;74561;21/10/2014;NA;NA;0,21;3,3;1,53;NA;NA;10,6;NA;;NA;NA;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Ster laer;15;11;24;44,16;1,074;13,616;0,191;1,546;1,685;0,175;0,116;0,104;10,519;NA;1,894;3,362;4,38;0,831;0,571;0,435;4,127;45,249;NA;0,346;0,003;0,096;0,778;0,619;0,184;NA;NA;NA;NA;NA;3;0,138;30;0;NA;NA;17,46;79,365;3,175;1,827;4,98;1;12;ARMORICAIN;0;1.019;0,975;101,386;30,153;0;0,124;-0,174;0,407;0,295;0,047;0,412;0,573;-0,633;0,987;1,471;0,046;1,314;5,024;ARMORICAIN
1384;RAU DU MOULIN DU PRE A GOURIN;4347003;205017,6;6800506;74565;21/10/2014;NA;NA;0,3;3,5;2,1;49;NA;7,1;NA;;5;5;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau du moulin du pre;15;32,84;50,5;70;0,554;38,575;0,32;2,205;2,329;0,227;0,137;0,129;11,111;16,623;2,039;3,463;4,189;0,812;0,589;0,486;4,319;33,875;1,767;0,316;0,003;0,102;0,708;0,226;0,065;0,881;0,852;100,451;0,37;35,669;4;0,094;30;0;0,289;1;12,687;80,597;6,716;1,935;7,59;1;12;ARMORICAIN;0;1.111;0,898;62,547;18,061;0;-0,021;-0,194;-0,053;0,163;-0,13;0,195;-0,099;-0,705;-0,128;0,813;-0,127;0,621;2,492;ARMORICAIN
1409;VICOIN à NUILLE-SUR-VICOIN;4127970;419164;6772768;72440;11/04/2014;0,114;NA;1,08;11,4;7,56;160;NA;1,5;NA;;5;5;0;;2;SCE;Vicoin;15;41,84;74;114,32;0,837;50,704;1,542;7,65;7,794;0,309;0,193;0,189;28,024;5,791;26,311;12,276;14,917;2,629;2,147;1,763;4,682;25,936;8,61;0,958;0,01;0,119;0,589;1,255;0,102;0,331;2,635;102,207;0,072;10,424;3;0,133;30;5;0,866;3;17,829;70,543;11,628;2,104;247,26;0,997;12;ARMORICAIN;0;0;13,547;199,344;16,238;0;-0,204;-0,652;-0,344;0,434;0,159;0,344;-0,943;-2,372;-0,836;2,159;0,154;1,099;7,563;ARMORICAIN
1433;VICOIN à NUILLE-SUR-VICOIN;4127970;419164;6772768;72440;01/12/2010;1,185;NA;1,2;11,8;8,6;165;NA;15,6;NA;;4;4;0;;2;AQUABIO;Vicoin;15;5;48;192;2,489;10,954;3,156;8,398;8,733;0,513;0,372;0,357;17,669;5,977;20,265;11,009;13,071;2,26;1,832;1,542;4,877;236,021;20,194;1,19;0,012;0,168;0,454;1,063;0,097;1,021;2,314;100,513;0,243;283,021;2;0,191;30;0;0,548;4;21,622;67,568;10,811;2,073;247,26;0,997;12;ARMORICAIN;0;0;13,547;2073,179;188,323;0;-0,313;-0,611;0,013;0,282;2,501;0,083;-1,446;-2,223;0,033;1,405;2,429;0,266;7,802;ARMORICAIN
1434;R JOUANNE À BONCHAMP-LES-LAVAL;4634002;426980;6779581;72601;02/12/2010;1,826;NA;2,5;29,3;17,8;355;NA;6,74;NA;;4;4;0;Relevé impossible au delà de 3 transects car non pédestre. Pas de radier.;2;AQUABIO;R jouanne;3;NA;NA;NA;NA;NA;8,852;16,074;16,397;0,817;0,559;0,548;19,721;3,751;36,307;22,66;23,587;2,217;1,621;1,557;10,224;102,978;15,023;0,881;0,009;0,237;0,423;4,925;0,217;0,418;2,226;101,212;0,105;45,116;NA;NA;6;0;0,707;4;60;20;20;1,639;380,95;1;12;ARMORICAIN;0;0;24,178;1598,635;70,548;0;0,229;0,063;NA;0,151;1,89;0,368;1,057;0,228;NA;0,75;1,836;1,173;NA;ARMORICAIN
1435;R JOUANNE À BONCHAMP-LES-LAVAL;4634003;425920;6777927;72602;02/12/2010;1,826;NA;1,5;13,5;10,6;190;NA;7,1;NA;;5;3;0;;2;AQUABIO;R jouanne;15;24;48;96;0,803;24;4,644;11,758;12,014;0,552;0,39;0,38;22,296;8,889;26,837;16,266;17,609;2,092;1,646;1,508;7,766;105,015;26,429;0,876;0,009;0,161;0,398;5,25;0,323;1,062;2,153;100,95;0,266;120,845;3;0,171;30;1;0,707;4;21,905;64,762;13,333;1,845;390,43;1;12;ARMORICAIN;0;0;25,098;1748,101;107,472;0;-0,113;-0,216;-0,182;0,086;1,955;0,048;-0,521;-0,787;-0,442;0,43;1,9;0,155;4,234;ARMORICAIN
1436;R VICOIN À NUILLE-SUR-VICOIN;4635002;419060;6772773;72603;01/12/2010;1,185;NA;1,8;18;12,8;251,13;NA;117;NA;;4;4;0;"Pente_relicat de barrage sur la station
Relevé impossible au delà de 3 trasnects car non pédestre
";2;AQUABIO;R vicoin;2;5;24;96;2,215;10,926;1,818;9,807;9,932;0,24;0,183;0,181;48,316;5,957;16,353;12,394;12,889;1,49;1,317;1,263;8,265;1449,194;38,924;1,461;0,015;0,07;0,378;2,836;0,229;2,451;1,805;100,519;0,682;3701,394;NA;NA;4;4;0,238;1;33,333;66,667;0;1,33;240,76;0,997;12;ARMORICAIN;0;1.068;17,653;20261,584;1634,737;0;-0,184;-0,079;NA;-0,127;4,501;-0,113;-0,847;-0,288;NA;-0,635;4,373;-0,36;NA;ARMORICAIN
1438;VICOIN à NUILLE-SUR-VICOIN;4127970;419164;6772768;72440;06/09/2011;0,061;NA;2;13,5;13,5;189;NA;0,6;NA;;1;1;0;;2;AQUABIO;Vicoin;15;24;48;96;1,321;24;3,214;9,412;9,665;0,559;0,352;0,341;17,873;1,587;20,194;14,971;15,885;1,905;1,354;1,267;7,83;7,459;0,92;0,863;0,009;0,24;0,66;5,279;0,353;0,051;1,905;101,29;0,014;0,403;3;0,161;30;0;0,087;1;77,333;21,333;1,333;1,091;247,26;0,997;12;ARMORICAIN;0;0;13,547;79,738;5,326;0;-0,006;-0,137;-0,157;0,111;-0,757;0,08;-0,027;-0,5;-0,381;0,555;-0,736;0,254;2,453;ARMORICAIN
1439;R VICOIN À LE GENEST-SAINT-ISLE;4635004;410654;6784184;72605;06/09/2011;0,05;NA;2;12,4;12,4;173,6;NA;2,5;NA;;5;5;0;;2;AQUABIO;R vicoin;15;5;24;54,4;2,376;8,246;1,157;4,739;4,892;0,34;0,223;0,214;18,935;2,414;16,834;11,521;12,773;2,186;1,455;1,308;5,304;32,074;2,43;1,065;0,011;0,165;0,67;1,735;0,151;0,151;2,187;101,63;0,04;5,305;4;0,126;30;0;0,65;4;31,818;68,182;0;1,697;118,46;1;12;ARMORICAIN;0;0;6,934;170,056;14,761;0;0,038;-0,413;-0,268;0,44;0,28;0,406;0,176;-1,504;-0,651;2,191;0,272;1,297;6,09;ARMORICAIN
1440;R VICOIN À GENEST-SAINT-ISLE;4635005;411042;6784237;72606;05/09/2011;0,063;NA;1,4;8,8;8,8;116;NA;1,7;NA;;4;4;0;;2;AQUABIO;R vicoin;15;12;24;48;1,157;12;0,997;3,815;4,035;0,373;0,255;0,239;12,059;3,983;12,407;8,424;10,093;2,203;1,473;1,225;3,83;20,428;2,333;1,029;0,01;0,145;0,537;1,113;0,132;0,192;2,205;101,727;0,051;4,682;3;0,117;30;9;0,238;4;5,66;92,453;1,887;1,72;125,99;1;12;ARMORICAIN;0;1.114;7,505;125,161;14,857;0;-0,301;-0,748;-0,349;0,432;-0,073;0,059;-1,387;-2,723;-0,847;2,15;-0,071;0,187;7,364;ARMORICAIN
1442;OUIN à MAULEON;4139280;404075;6660145;72460;02/10/2014;0,055;NA;0,6;5,4;4,4;75,6;NA;1,2;NA;;4;4;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Ouin;15;4,84;8;17;0,987;5,938;1,067;4,823;4,936;0,306;0,192;0,188;18,14;4,543;2,813;6,149;6,421;0,617;0,439;0,42;10,212;4,944;0,248;0,257;0,003;0,163;0,766;1,225;0,199;0,105;0,618;100,267;0,054;0,494;3;0,178;30;0;0,736;2;27,82;67,669;4,511;2,007;98,26;1;12;ARMORICAIN;0;1.401;14,358;169,022;27,49;0;-0,512;0,271;0,115;-0,776;-0,553;-1,254;-2,363;0,986;0,28;-3,865;-0,537;-4;12,03;ARMORICAIN
1444;RUISSEAU DE LA BALANCHETAIS À ORGERES;4374006;352002;6776040;76835;03/07/2014;0,005;NA;0,148;2,85;1,04;39,9;NA;5,75;NA;;0;0;1;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Balanchetais;15;14;31,5;64,64;1,127;15,973;0;0,662;0,662;0,001;0,001;0,001;880,751;17437,934;2,117;2,127;3,917;1,066;0,995;0,54;1,995;30,475;1856,998;0,367;0,004;0;0,607;0,156;0,073;881,247;39763,941;39863,825;282,053;49475,689;4;0,001;30;0;0,036;1;26,027;71,233;2,74;1,943;2,56;1;12;ARMORICAIN;0;0;0,483;27,245;12,807;0;-0,057;-0,798;-5,084;0,718;-0,916;0,983;-0,263;-2,904;-12,335;3,576;-0,89;3,137;23,105;ARMORICAIN
1445;THOUET à SECONDIGNY;4098500;434283;6619293;72384;03/09/2013;0,075;NA;0,3;2,5;2;35;NA;6;NA;;5;1;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Thouet;15;6;10;13;0,559;6,745;0,175;1,684;1,843;0,188;0,107;0,095;12,397;26,63;1,285;2,627;3,357;0,691;0,497;0,385;3,889;22,632;1,401;0,285;0,003;0,085;0,788;0,518;0,197;1,108;0,755;100,462;0,504;32,433;2;0,111;30;0;0,289;2;38,889;61,111;0;1,582;2,24;1;12;ARMORICAIN;0;1.022;0,866;50,973;19,402;0;0,21;-0,11;0,338;0,319;-0,945;0,576;0,967;-0,399;0,821;1,59;-0,918;1,837;6,533;ARMORICAIN
1452;L'ODON A AUNAY-SUR-ODON 1;3243230;434152,74;6886855,7;79846;17/06/2014;0,065;NA;0,55;6,17;3,83;86,38;NA;0,775;NA;;2;2;1;;2;ASCONIT CONSULTANTS;Odon;15;5;13,5;28,16;1,412;6,511;0,703;3,609;3,73;0,295;0,187;0,18;14,403;10,488;6,858;6,062;7,327;1,528;1,135;0,933;3,997;7,094;1,912;0,577;0,006;0,133;0,701;0,811;0,134;0,284;1,532;101,203;0,085;2,44;2;0,305;30;0;0,476;2;83,036;16,964;0;1,528;39,43;1;12;ARMORICAIN;0;1.024;2,836;21,561;3,557;0;-0,147;-0,526;0,82;0,368;-1,473;0,269;-0,677;-1,914;1,989;1,831;-1,431;0,857;8,699;ARMORICAIN
1453;LE BEUVRON A SAINT-JAMES 1;3274119;381453,81;6832427,12;80065;28/07/2014;0,532;NA;0,7;5,3;4,9;74,2;NA;0,13;NA;;1;2;1;;2;ASCONIT CONSULTANTS;Beuvron;15;20,84;41;105;1,168;25,829;2,595;5,116;5,664;0,721;0,509;0,457;7,575;30,294;4,822;6,224;7,152;1,127;0,779;0,674;5,686;0,859;1,28;0,457;0,005;0,174;0,321;0,702;0,113;0,271;1,13;100,405;0,099;0,266;2;0,104;30;0;0,112;1;94,545;0;5,455;0,863;72,22;1;12;ARMORICAIN;0;1.154;3,006;3,834;0,616;0;-0,372;-0,267;-0,363;-0,094;-2,938;-0,502;-1,716;-0,972;-0,882;-0,47;-2,855;-1,602;8,495;ARMORICAIN
1454;LA FILAINE A CROCY 1;3228780;474969,53;6867779,13;79734;16/06/2014;0,082;NA;0,35;3;2,45;41,72;NA;9,28;NA;;5;3;1;En amont du seuil;2;ASCONIT CONSULTANTS;Filaine;15;8;40;98,16;1,745;15,349;0,353;2,231;2,389;0,251;0,165;0,151;9,838;8,462;1,461;3,013;3,533;0,664;0,489;0,413;4,616;37,598;0,661;0,275;0,003;0,089;0,555;0,514;0,171;0,459;0,675;100,229;0,209;20,484;2;0,195;30;9;0,548;2;8,247;84,536;7,216;1,859;24,65;0,517;12;ARMORICAIN;0;1.055;0,873;79,475;26,379;0;-0,65;-0,309;0,462;-0,344;0,761;-0,953;-3,002;-1,126;1,12;-1,713;0,739;-3,04;10,74;ARMORICAIN
1455;VICOIN à GENEST-SAINT-ISLE (LE);4127550;408175,3;6784258;80076;03/12/2010;0,496;NA;0,9;9,3;6,3;130;NA;12,3;NA;;3;4;0;;2;AQUABIO;Vicoin;15;24;36;48;0,711;24;2,122;6,056;6,406;0,507;0,356;0,334;14,089;4,379;10,47;8,195;9,526;1,667;1,293;1,103;4,981;133,097;5,429;0,829;0,008;0,165;0,459;1,353;0,165;0,524;1,681;100,373;0,148;81,788;3;0,197;30;0;0,646;4;17,308;78,846;3,846;1,809;110,69;1;12;ARMORICAIN;0;0;6,728;811,821;99,066;0;-0,274;-0,465;0,195;0,187;1,838;-0,022;-1,266;-1,694;0,473;0,93;1,785;-0,069;6,217;ARMORICAIN
